Nodes,Fairness,CostV,CostS
0,0.497889211734682,0.0,0.0
1,0.5577448534177636,0.027132719122709422,0.2812040530037206
2,0.5825753176263069,0.05073706250766202,0.3127516264704878
3,0.5940747724023299,0.0596161323156777,0.2574151457684659
4,0.6033505917433759,0.07109184404830496,0.2784010284757342
5,0.6078806923229292,0.07690243149467729,0.272661921824168
6,0.609676180209083,0.07833079919624254,0.2377202399842903
7,0.6107527025129225,0.07944828239964236,0.21141304802258468
