Nodes,Fairness,CostV,CostS
0,0.38011008591496465,0.0,0.0
1,0.38249717691803087,0.00012628473431071992,0.024212407279362014
2,0.38474336320951347,0.0004447903336387791,0.05256922333636849
3,0.3867596683753213,0.00061882628718013,0.048309178402507334
4,0.38846350271138363,0.0007884413329908196,0.048710951573159696
5,0.3900203778757364,0.0010040800595917823,0.04528146531680114
6,0.39144247304825985,0.001256737596226795,0.04879813630790323
7,0.39276085065665717,0.001488831147716358,0.04916336137907577
8,0.3940439856105451,0.0016447978497476903,0.047106559297671755
9,0.395274723243017,0.001847551197082899,0.046481780030776874
10,0.3964911616829701,0.0020334089345410557,0.045964334331387725
11,0.39765309838054014,0.002267034367645081,0.04595166263064113
12,0.3987904850586054,0.0026485649917039836,0.05064875813691477
13,0.3999034040251916,0.0028614510287941594,0.050612943279567064
14,0.40089068391385396,0.0030776498244560204,0.052055733186697144
15,0.4018688828564248,0.003396728218304503,0.05455821158118169
16,0.40265182649976106,0.0035807258352487737,0.05509319436821614
17,0.40340806326579703,0.0037750326568012815,0.055479031176139414
18,0.40416007370372653,0.004000460399645942,0.057713183115446896
19,0.404897916462607,0.004168782617149068,0.0573776944743841
20,0.4056047112082629,0.004331797295238282,0.05681137316850441
21,0.4062284062209851,0.004489366499790222,0.05632494949684495
22,0.4068210235778551,0.004635087038821242,0.05577129198077022
23,0.40740444563531464,0.004810073665476621,0.05604166675209397
24,0.4079863217600181,0.005023055549510933,0.05798728807473729
25,0.40850431690818945,0.00516453801425698,0.05808232194004843
26,0.409013948230006,0.005328582560224547,0.05972255853012379
27,0.40949390109705086,0.005472181876451551,0.060024647689018246
28,0.4099475894951426,0.0056076476438110395,0.05984645370527793
29,0.41038837060800243,0.005773450519365549,0.061215639072285936
30,0.4108226290861226,0.005906219365434557,0.06120250060799403
31,0.4112098692947503,0.006041015266759994,0.06143468789657151
32,0.41159389250406675,0.006133526018196181,0.060319586027609444
33,0.4119411947927255,0.006249904641301211,0.06030041954241536
34,0.41227713859485177,0.00636100888059698,0.06037045287786267
35,0.41260209389428737,0.00649449737883631,0.0614849242547789
36,0.41289219306198566,0.006620370321439022,0.0628627110735282
37,0.41315070168992435,0.006707781151529149,0.0626037821872888
38,0.41340854179006137,0.0068092168865933975,0.062488304093292375
39,0.4136602353486114,0.006941349397173017,0.06400308515044932
40,0.41390776559616965,0.007015576409154212,0.06355428609790485
41,0.4141532027245246,0.007114387456354776,0.06390960959657913
42,0.41438747849873236,0.0072034867963373635,0.06386996827022176
43,0.4146115754088101,0.007291905291992186,0.06382053286072745
44,0.4148256078346886,0.007422391294617336,0.06539053612970876
45,0.4150348684739342,0.007526902644255865,0.06590896283192706
46,0.4152380046328849,0.007650898742244368,0.06732908895802812
47,0.4154276354611413,0.00774762194626864,0.06794542113263509
48,0.4156118276658165,0.007817820940724595,0.06768737877462704
49,0.4157939091800247,0.00789439478314591,0.06742556621591474
50,0.41597553530897896,0.007966153424269744,0.06725000960438421
51,0.4161562385239129,0.008096347360078233,0.06886090760931594
52,0.41633240513606995,0.008196097694648968,0.06952171133866646
53,0.4165085403844657,0.008271728390231898,0.06938804372722528
54,0.41667684441737596,0.008323134244479051,0.06860412117226933
55,0.41684491409454183,0.00843272945479238,0.06962335191421413
56,0.41701021253294057,0.008509486895127866,0.069621081145067
57,0.41717392836786493,0.008578828525853283,0.06951690242828788
58,0.4173365919956494,0.008628486641132856,0.06876614926719324
59,0.4174951015732321,0.008701533665851552,0.06870544648093731
60,0.41765342042308873,0.008781741389880717,0.06885359432147942
61,0.4178108725264935,0.008859826474448726,0.0690025713441806
62,0.41796737813626417,0.008940099392851349,0.06923899167600468
63,0.4181195894472192,0.009011951722491892,0.06919130956512103
64,0.418270174455762,0.009083516274140077,0.06915085518119307
65,0.41841656791007836,0.009174002279257463,0.0696648304563714
66,0.4185522037167052,0.009243265319051178,0.06965440487897
67,0.41868448754148974,0.009326616416990029,0.07005950986693527
68,0.41881584139374106,0.009406330678015296,0.07036370745928322
69,0.41894674530183074,0.009487587102257444,0.0707070897086292
70,0.41907132691601157,0.00954847208169149,0.07056244815447922
71,0.4191948299294229,0.00958485237220588,0.06988145561039912
72,0.41931558153046516,0.009655229349304356,0.07002051947649982
73,0.4194332411535587,0.009717918381014984,0.07003275877316252
74,0.41955007329828403,0.009770175002341968,0.06972314713832367
75,0.4196623766944497,0.009823199292507261,0.06949047174327806
76,0.4197744195606006,0.009887475168695047,0.06956592174802097
77,0.4198830381656877,0.009946849994320179,0.06954233295623787
78,0.41998953205119116,0.01001508905491926,0.06973507514799647
79,0.4200915403932748,0.010058737338218696,0.06938670189184634
80,0.42018107997162524,0.01010099505396319,0.06913140244017638
81,0.42026783482442387,0.010149205068003476,0.0690360156600956
82,0.42035254041212844,0.010194664708044416,0.06887399495060952
83,0.4204363635382178,0.01023739801232615,0.06867704887835649
84,0.42050897968749534,0.010276714915256786,0.06846756219374635
85,0.4205786919355249,0.010312112367911238,0.06819694773918479
86,0.42064527052171985,0.010345103287676379,0.06790341329226858
87,0.4207089470899512,0.010368275934732503,0.0674098691236988
88,0.4207686484007175,0.010395684220573234,0.06704116767340308
89,0.4208273811134024,0.010429109398400723,0.06685058690402383
90,0.42088545064093696,0.010459255735968651,0.06660195617245347
91,0.42094284658333087,0.010481188186159732,0.06614498629063877
92,0.4210000414130593,0.01052062703488148,0.06617767126606412
93,0.4210524762111195,0.010545871513075452,0.06584020966011948
94,0.42110297381118,0.010563540399139443,0.06535098926105863
95,0.4211462038706786,0.010580270277025234,0.06489089513095943
