Nodes,Fairness,CostV,CostS
0,0.6206684739078911,0.0,0.0
1,0.6263986864279907,0.0010132852943204097,0.24280417870887153
2,0.6312747520732616,0.0019052723395488655,0.21919180417146347
3,0.6354571937008323,0.0036190395022991794,0.2748200373153849
4,0.6389975515852571,0.004653387975496058,0.2632518042879654
5,0.6424734128832835,0.0058896837972497885,0.2646174915432379
6,0.645924469231529,0.007481957834644102,0.26346063974060346
7,0.6489542474698842,0.008658753277522356,0.2719648946499663
8,0.6519360638422771,0.01041214293032811,0.2830972441705155
9,0.6545057000296151,0.012509897135494054,0.3017010200599024
10,0.6566695271434394,0.01358202649277251,0.29671296235269945
11,0.6586986610818022,0.014590325395025852,0.2902975345010653
12,0.6606324434662469,0.016067387936673366,0.2987930227711413
13,0.6624952810983602,0.017226103543691928,0.30195102598846696
14,0.6642042810097533,0.018072294896698326,0.29226669966735697
15,0.6658784056772067,0.019132015884748204,0.29083255313799117
16,0.6674721330398784,0.020188156674338032,0.2911043107848438
17,0.6690155343819739,0.021333825773791018,0.29497193160953517
18,0.670530468885043,0.022300891464313712,0.2963851922316247
19,0.6719725903095422,0.023467969223936517,0.29947541893055124
20,0.6732361350753977,0.02385116797407403,0.28872727921483143
21,0.6744064897268462,0.024850656567505222,0.29543717758658905
22,0.6755755865077633,0.025968211074307936,0.3027230146078694
23,0.6767021661423105,0.026842102072918768,0.30426333106804243
24,0.6778045204414392,0.0277071934723174,0.30450921153619187
25,0.6788814198616304,0.02859972857851111,0.3101198011640859
26,0.679846658479071,0.02894364042651967,0.3014766285986869
27,0.6807573440706972,0.02961942672867375,0.30525261035445994
28,0.6816640405383507,0.0304982309958618,0.3096662131524402
29,0.6824121517306896,0.030834000701766676,0.3029553398233032
30,0.6831326599698346,0.03145366229023695,0.3060811464534258
31,0.6838306718082092,0.03208266194264395,0.307025902260813
32,0.6844543938770269,0.0322926425526553,0.29874281746038567
33,0.6850216435325864,0.03286534465567932,0.2988775498757683
34,0.685557606859803,0.033331413421112455,0.3017432657558412
35,0.6860748967710302,0.033818570342348385,0.30318657974195995
36,0.6865774894745453,0.03435262430027622,0.30828650344416136
37,0.6870774691292411,0.034833694475369235,0.3117319371390145
38,0.6875653253691061,0.03537348465017377,0.31329696673074015
39,0.6880489251264992,0.03587656997958133,0.31522647106775015
40,0.6885138027266451,0.036452191557928705,0.320166318252924
41,0.6889496086467273,0.03688259499608535,0.3203997141891018
42,0.6893582949665418,0.03729865174648241,0.3223599263561788
43,0.6897654160526645,0.037828819986426905,0.32895076863030887
44,0.6901590158410256,0.038286722822764546,0.3306653322824494
45,0.6905485496692878,0.03877431979716856,0.3338555327280004
46,0.6909238557658233,0.03920699177517106,0.33489431272600556
47,0.6912772665967316,0.03963193058058742,0.3361888955843994
48,0.6916277061207732,0.04008894689850907,0.3396965242945032
49,0.6919698247395063,0.04059343238933318,0.3443961745378251
50,0.6923049913684718,0.04099234463064886,0.3449231184043186
51,0.6926384193289002,0.041359705643761624,0.34561217346065126
52,0.6929682578107283,0.04186037854677419,0.3502012134485064
53,0.6932967685347068,0.04238524441882529,0.3554552218875625
54,0.6936238397051072,0.042817810236412984,0.35708966753511784
55,0.6939467135780756,0.04332356409564136,0.3613751481938353
56,0.6942636507463763,0.04376938446195577,0.3642278511164565
57,0.6945768526814923,0.04419992253389952,0.36651922246537216
58,0.694888419696714,0.04460276046990911,0.36722562689738486
59,0.69518737892174,0.04496978082338973,0.36662167878380225
60,0.6954837132462075,0.04546005441869227,0.37100633967439206
61,0.6957797956441845,0.04586348813015895,0.37265454802298187
62,0.6960589714982713,0.04619766686837437,0.3731483505872603
63,0.6963255615924426,0.046506120412853,0.372110816660248
64,0.696589411241257,0.046890622358136014,0.373491763983376
65,0.696848966723485,0.04729701453609119,0.3756665081963445
66,0.6971036528434714,0.04762297527946562,0.37633791460841026
67,0.6973565896422872,0.0479941172837541,0.37750536534132856
68,0.6976001879779978,0.04835670938205437,0.37858237953649987
69,0.6978182107386324,0.04863574952570605,0.3782984101727499
70,0.6980353514966234,0.04895165343686322,0.3787407138969951
71,0.69824943492845,0.04927185981953365,0.379317421648959
72,0.6984629644727116,0.04954474573724284,0.37869464140364695
73,0.6986755983160889,0.04986302368546721,0.379449813443543
74,0.6988832844325591,0.04995482071468216,0.3750831945537237
75,0.699090906173834,0.05006516858471554,0.3711237653889919
76,0.6992993937289668,0.05015831474096225,0.36690911407345245
77,0.6995038265270175,0.050395286095128985,0.3656598705109368
78,0.6996993735098112,0.050673596650050466,0.3658886894763765
79,0.6998929787270747,0.050860300004799526,0.36373575435692246
80,0.7000843896407679,0.050935916780172154,0.35960033786004725
81,0.700266740470975,0.051049073779169896,0.3562771064158908
82,0.7004350232945428,0.05115099552034358,0.3530956084641023
83,0.7005935404058544,0.051266144256114886,0.3502040487834171
84,0.7007504270628104,0.05148506768365603,0.3499428480808359
85,0.7008983689129077,0.05161887839884489,0.34753178910188487
86,0.7010450527213254,0.05178101221260044,0.3458378331272248
87,0.7011874752001233,0.05184385474784527,0.34228520778358823
88,0.7013210166699124,0.051910614181152406,0.33903326007375084
89,0.7014528517358903,0.052029138628189406,0.33671052091883746
90,0.7015800707508111,0.05212962032320418,0.3342366686170088
91,0.701698891582188,0.05223436208846952,0.3319013944868139
92,0.70181280511156,0.05232171911538298,0.32929069650202625
93,0.7019112341598842,0.05236854813675528,0.32612556558330646
94,0.7020057438997367,0.05242954795813715,0.3232788605690074
95,0.7020995441145326,0.05250369635987439,0.3207699009623308
96,0.7021888264792704,0.052571012480234915,0.3182241176838921
97,0.702276313045044,0.052639604452236886,0.31580160785030187
98,0.702362730770774,0.05269363158691747,0.3131581327386885
99,0.7024483326696975,0.05273465859051768,0.3102764524647564
100,0.7025328609488999,0.052788974650511127,0.3077213847561788
101,0.7026162833585275,0.05284728218408885,0.305297910156435
102,0.7026996638084104,0.052908913085096605,0.30300169738755695
103,0.7027821081993386,0.05295850906617568,0.3005641271745062
104,0.7028642063410705,0.053010519678460925,0.2982102353355725
105,0.7029424800977049,0.053075813469378334,0.29618900719592495
106,0.7030146599460984,0.05312496771398779,0.2939117984461457
107,0.7030843835594501,0.053159544843013114,0.29142866998429956
108,0.7031526246361296,0.053198649328573565,0.2891590263751715
109,0.7032198374661937,0.053231809158859174,0.28675656367566094
110,0.7032840041812897,0.05326561496778237,0.2844402107658255
111,0.7033475434393582,0.053297671493749865,0.2821219600267958
112,0.7034096280965013,0.05333012523137171,0.2798412302263561
113,0.703469429655993,0.05338362698019132,0.27813973980921736
114,0.7035291089633651,0.0534170680493467,0.2759830978085587
115,0.7035873565293503,0.05344332438126729,0.2738053011166239
116,0.7036442371039936,0.05347190655975525,0.27165892768064076
117,0.7036992518846934,0.05349719928574823,0.26951848836059117
118,0.7037532745931689,0.053536915315668475,0.2677548274135987
119,0.7038065159373723,0.05358027179613275,0.26608825135622677
120,0.7038575483031787,0.053610439901281094,0.2641880100586162
121,0.7039073392645349,0.053643511587622456,0.26241177705902063
122,0.7039568384677231,0.05366855934143543,0.2605069274737131
123,0.7039968372504657,0.0536848120063624,0.25849296983007325
124,0.7040360649007442,0.05370070643254464,0.2565040886839939
125,0.7040735615380641,0.053726536356127605,0.25480048263621335
126,0.7041069057080555,0.05374178254387088,0.25291942123637273
127,0.7041400592164412,0.05376029536197098,0.25113237359205726
128,0.7041720059224079,0.05377578726670298,0.2492822286577529
129,0.704202555075789,0.05379256530875795,0.24757229509338363
130,0.7042316020774084,0.053814781632477784,0.2460251781521739
131,0.7042595088529265,0.053826869266223244,0.2442413747148762
132,0.7042850542179382,0.05383761234501337,0.24246914782458467
133,0.7043068587253593,0.053848563185513766,0.2407741543150153
134,0.7043285517972238,0.0538564236949472,0.2390197390557835
135,0.7043493191898043,0.053864375300308374,0.2372977666976266
136,0.704369545231455,0.05387463302273286,0.2356704599443562
137,0.7043872468056913,0.05388520648583812,0.2341277156719688
138,0.7044048418807589,0.053893988321189704,0.23252972464609242
139,0.7044221788358382,0.0539020897670398,0.23093674363115044
140,0.704438412786488,0.05390980870225717,0.22937374438745317
141,0.7044540863474598,0.05391692836507577,0.22781733036911345
142,0.7044694352660484,0.05392429980229048,0.22629616316755158
143,0.7044847654141985,0.05393118303122127,0.22477941456648892
144,0.7044994214130722,0.053937326010821976,0.22327490544094428
145,0.7045125364761919,0.053944127719814716,0.22183249010801198
146,0.7045253549955027,0.05394930625712212,0.2203557531916208
147,0.7045361151015163,0.053955620220648336,0.21899052734659533
148,0.7045457118538988,0.05396157562263797,0.21766378935154557
149,0.7045553003362629,0.05396833517536314,0.21642678990769673
150,0.7045641274944746,0.05397182535067728,0.215017896843476
151,0.7045723907268566,0.05397578128612829,0.21368820303021627
152,0.7045779740211431,0.05397866348883053,0.21236336623786697
153,0.7045809471056681,0.05398018376706227,0.21104932875389465
154,0.7045814676934253,0.05398039888664896,0.20971173677453234
